cnt,course_cmu_id,course_piazza_id,name,prof,term,course_id,stats_i_answers,stats_net_time,stats_posts,stats_questions,stats_response_time,stats_s_answers,top_user_0_answers,top_user_0_asks,top_user_0_days,top_user_0_posts,top_user_0_user_id,top_user_0_views,top_user_1_answers,top_user_1_asks,top_user_1_days,top_user_1_posts,top_user_1_user_id,top_user_1_views,top_user_2_answers,top_user_2_asks,top_user_2_days,top_user_2_posts,top_user_2_user_id,top_user_2_views
317,10703,ixqn73fyhhzzx,Deep Reinforcement Learning and Control,"Katerina Fragkiadaki, Russ Salakhutdinov",Spring 2017,ixqn73fyhhzzx,527.0,0,3050,635,7706.0,279,10.0,13.0,102.0,80.0,ie0a13unrb52q1,398.0,2.0,10.0,69.0,76.0,ijd6o0ol3jz65j,238.0,14.0,24.0,115.0,66.0,i4wvbi6p4w84ib,286.0
21,10703,jeal2xeypbb1ka,Deep Reinforcement Learning and Control,Georg Schoenherr,Summer 2018,jeal2xeypbb1ka,,0,5,5,,0,,,,,,,,,,,,,,,,,,
18,36-144,iy0si9yrpwi752,Winning with Statistics in Sports,Sam Ventura,Spring 2017,iy0si9yrpwi752,12.0,0,125,85,840.0,1,0.0,3.0,321.0,5.0,iprn5r4wha11jd,64.0,1.0,0.0,82.0,3.0,iprn5pqs6821i3,37.0,0.0,1.0,9.0,3.0,iprn4qrbzyijc,15.0
80,MCDS CLASS OF 2017/2018,j1dpusvymu572n,MCDS Class of 2017/2018,Majd F. Sakr,Summer 2017,j1dpusvymu572n,113.0,0,465,151,9678.0,22,0.0,5.0,265.0,16.0,j1dqhy755kw3dg,85.0,2.0,10.0,237.0,14.0,j1dqhwj4wp13ba,106.0,0.0,5.0,271.0,11.0,j1dqhsu7gkv37c,98.0
100,36-315,j6ceozytup11ux,M17-Statistical Graphics and Visualization,"Matey Neykov, Benjamin LeRoy, Jacqueline Liu, Emily Wang, Sameer Dhavalikar, Anna Wong, Lilian Chin, Tiffany Lee, Naveen Shankar",Fall 2017,j6ceozytup11ux,729.0,0,2070,552,288.0,33,0.0,129.0,124.0,189.0,ijaqw9hkd5b14r,543.0,1.0,27.0,154.0,50.0,idz68ehil3r5bh,327.0,0.0,25.0,184.0,44.0,hy5yqcrom1j15e,427.0
18,36-315,j2huf8frzlx1j2,M17-Statistical Graphics and Visualization,"Alden Green, Benjamin LeRoy",Summer 2017,j2huf8frzlx1j2,187.0,0,676,216,662.0,18,5.0,44.0,287.0,74.0,idz67gpmt823ad,171.0,0.0,9.0,299.0,38.0,iayotca255z101,110.0,0.0,10.0,83.0,34.0,idz691y6gwc5nj,128.0
10,M 17-09217,j2v4cd4d9vh6fj,M17-Organic Chemistry I,"Gloria Silva, Amna",Summer 2017,j2v4cd4d9vh6fj,10.0,0,32,20,18712.0,0,,,,,,,,,,,,,,,,,,
51,17 648,j3btnrdfb1q58h,Engineering Data Intensive Scalable Systems,Matt Bass,Summer 2017,j3btnrdfb1q58h,63.0,0,346,102,7726.0,30,1.0,7.0,27.0,23.0,isdjhjvw9ee6ag,87.0,6.0,6.0,238.0,18.0,j3btrpuzhw46nl,90.0,1.0,5.0,31.0,15.0,itbw53x33oc6mq,78.0
429,CIT 101,j3du1yacluj1wa,CIT 101: CIT Class of 2021,"Kai Hernandez, Treci Bonime, Cari Hartigan, Kimberly Lamberti, Jennifer Lott, Kourtney, Kurt Larsen, John Bailey Jr., Shahriyar Haider, Caroline Morin, Nisha Shukla, A Jacobson",Summer 2017,j3du1yacluj1wa,1.0,0,101,14,,0,,,,,,,,,,,,,,,,,,
29,18-643,j3rpm96igs9jq,"Reconfigurable Logic: Technology, Architecture and Applications",James C. Hoe,Fall 2017,j3rpm96igs9jq,95.0,0,387,95,1105.0,9,1.0,15.0,101.0,32.0,hw8wu3wmwx25en,78.0,0.0,11.0,186.0,25.0,j6tlja1ukhr6l,84.0,0.0,7.0,125.0,23.0,iy0vlwiu8yapv,71.0
167,SPCM 17-M18,j3udtjg26v3kf,Mellon College of Science First Year Scheduling,"Ken Hovis, Christine Gilchrist, Maggie Braun, Erin Obrien",Summer 2017,j3udtjg26v3kf,124.0,0,302,123,41013.0,8,0.0,8.0,54.0,10.0,j3vgmhckHTx,73.0,0.0,5.0,52.0,8.0,j400jjdug7H,110.0,0.0,7.0,43.0,7.0,j3vhkyjveHE,114.0
142,15051,j3x956fq6wu1o7,Discrete Math Primer,"Marsha Lovett, Klaus Sutner, Soniya Gadgil",Summer 2017,j3x956fq6wu1o7,45.0,0,152,48,1139.0,26,5.0,1.0,180.0,7.0,j4j8p8fof5n,13.0,0.0,2.0,200.0,6.0,ib3t1bws9yv337,30.0,1.0,5.0,217.0,6.0,j45ssopmJvK,35.0
55,F 17-88120,j477vet8imy76s,"F17-Reason, Passion, and Cognition","J Downs, Shu Huang, Sarah Shin",Summer 2017,j477vet8imy76s,16.0,0,63,32,30800.0,2,2.0,16.0,52.0,19.0,j4mwihtc9zj4a5,20.0,0.0,3.0,24.0,3.0,iprn5qvy9tk1j4,9.0,0.0,2.0,97.0,2.0,iprn4kqjb74db,12.0
1,82-119A,j4iinbi5c02ac,Arabic Calligraphy I,Ethan Pullman,Fall 2017,j4iinbi5c02ac,,0,5,5,,0,,,,,,,,,,,,,,,,,,
30,N 17-36201,j4k5umfapunup,Statistical Reasoning and Practice,"Xiaoyi Yang, Brendan McVeigh",Summer 2017,j4k5umfapunup,42.0,0,144,66,1459.0,1,0.0,25.0,52.0,36.0,j4mwihtc9zj4a5,54.0,0.0,4.0,11.0,5.0,j4mwiiqhm8a4aj,21.0,1.0,1.0,37.0,4.0,j4kmof4rkar4gn,48.0
820,F 17-99101-X1,j4k7d828ikf2y7,Computing@Carnegie Mellon,"April Rupp, Elijah Dies, Lynn Kojtek, Nasser Alaeddine",Fall 2017,j4k7d828ikf2y7,12.0,0,67,29,8827.0,15,,,,,,,,,,,,,,,,,,
1,M 17-94702-C6,j4lkakum7zp1ig,Professional Writing,None,Fall 2017,j4lkakum7zp1ig,,0,5,5,,0,,,,,,,,,,,,,,,,,,
2,M 17-94702-A6,j4nd1b4mnoq54a,Professional Writing,None,Fall 2017,j4nd1b4mnoq54a,,0,5,5,,0,,,,,,,,,,,,,,,,,,
6,N 17-03121-EU,j4nfbcg8v9s6fs,Modern Biology,None,Fall 2017,j4nfbcg8v9s6fs,,0,5,5,,0,,,,,,,,,,,,,,,,,,
2,M 17-94702-D6,j4nhj6c5ezop7,Professional Writing,None,Fall 2017,j4nhj6c5ezop7,,0,5,5,,0,,,,,,,,,,,,,,,,,,
15,N 17-21259-EU,j4o8s5czi1n5f5,Calculus in Three Dimensions,Hanif Cheung,Fall 2017,j4o8s5czi1n5f5,15.0,0,59,25,6400.0,15,,,,,,,,,,,,,,,,,,
3,N 17-36200-EU,j4oo33ss9cb4r8,Reasoning With Data,Frank Kovacs,Fall 2017,j4oo33ss9cb4r8,,0,5,5,,0,,,,,,,,,,,,,,,,,,
0,N 17-70208-U,j4oplk8ifed6hq,Regression Analysis,None,Fall 2017,j4oplk8ifed6hq,,0,5,5,,0,,,,,,,,,,,,,,,,,,
4,M 17-95718-A6,j4psud4pdt32rz,Professional Speaking,None,Fall 2017,j4psud4pdt32rz,,0,5,5,,0,,,,,,,,,,,,,,,,,,
3,21-259,j4pvqk82x9hej,Calculus in Three Dimensions,Hanif Cheung,Summer 2017,j4pvqk82x9hej,,0,5,5,,0,,,,,,,,,,,,,,,,,,
2,M 17-95718-B6,j4pzz1pa4c31ps,Professional Speaking,None,Fall 2017,j4pzz1pa4c31ps,,0,5,5,,0,,,,,,,,,,,,,,,,,,
2,M 17-95718-E6,j4r30ddqj0d3mq,Professional Speaking,None,Fall 2017,j4r30ddqj0d3mq,,0,5,5,,0,,,,,,,,,,,,,,,,,,
2,N 17-18100-E,j4r3p58hrw13t,Introduction to ECE,None,Fall 2017,j4r3p58hrw13t,,0,5,5,,0,,,,,,,,,,,,,,,,,,
0,EDRILL,j4r4616lhyu4c9,Emily's Canvas Sandbox,None,Fall 2017,j4r4616lhyu4c9,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,M 17-94702-B6,j4r5eca68f26l5,Professional Writing,None,Fall 2017,j4r5eca68f26l5,,0,5,5,,0,,,,,,,,,,,,,,,,,,
4,M 17-85102-EU,j4r75x58kq14nl,Introduction to Psychology,None,Fall 2017,j4r75x58kq14nl,,0,6,6,,0,,,,,,,,,,,,,,,,,,
72,36-309,j602rr5gz6y58g,Experimental Design for Behavioral and Social Sciences,"Olga Chilina, Amanda Mummert, Sijia Liu, Lisa Cheng, Amanda Luby",Fall 2017,j602rr5gz6y58g,113.0,0,278,121,1650.0,5,1.0,12.0,50.0,20.0,j6wz3yoidBd,97.0,0.0,12.0,51.0,13.0,iprn5ll7nbs1e0,31.0,0.0,5.0,94.0,11.0,iprn4aw290h3b,22.0
12,36-309,j4r76jpe7s14a3,Experimental Design for Behavioral and Social Sciences,Francesca,Summer 2017,j4r76jpe7s14a3,41.0,0,136,76,3841.0,1,1.0,19.0,32.0,25.0,j4oirq7kQh0,70.0,0.0,6.0,13.0,7.0,j4r7b0jdchk5j3,50.0,0.0,3.0,21.0,6.0,iayotdc695n110,14.0
16,03151-W,j4rh21azac94ok,Honors Modern Biology,"Gordon Rule, Nesrine Affara, Safia Hemati",Fall 2017,j4rh21azac94ok,1.0,0,8,7,,0,,,,,,,,,,,,,,,,,,
1,KOJTEK 2,j4sm5qaenjg6vk,Lynn Sandbox 2,Lynn Kojtek,Fall 2017,j4sm5qaenjg6vk,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,M 17-85241-EU,j4snl6w9s8q3rp,Social Psychology,None,Fall 2017,j4snl6w9s8q3rp,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,M 17-95718-D6,j4vikfe8r5v4th,Professional Speaking,None,Fall 2017,j4vikfe8r5v4th,,0,5,5,,0,,,,,,,,,,,,,,,,,,
0,EDGE,j4wcpss5xda7ap,Edge Users,None,Fall 2017,j4wcpss5xda7ap,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,SPCM 17-QSEP03,j4wejye099i4ly,Skills for Scholarship,Crista N Crittenden,Summer 2017,j4wejye099i4ly,,0,5,5,,0,,,,,,,,,,,,,,,,,,
0,SPCM 17-QSEP07,j4wxit2r4jh4p4,An Introduction to Computational Thinking,None,Fall 2017,j4wxit2r4jh4p4,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,SAMS BIOLOGY SEMINAR,j4yp79evm4u1s,SAMS Biology Seminar,None,Fall 2017,j4yp79evm4u1s,,0,5,5,,0,,,,,,,,,,,,,,,,,,
2,70201,j515neykbdy5uv,Professional and Service Projects,"Lynn Kojtek, John Lankford",Fall 2017,j515neykbdy5uv,,0,5,5,,0,,,,,,,,,,,,,,,,,,
4,M 17-95718-F6,j5283tsy6ak69q,Professional Speaking,None,Fall 2017,j5283tsy6ak69q,,0,5,5,,0,,,,,,,,,,,,,,,,,,
3,00003-E,j52ftvqz1vi5y,QSP English 3,Susan Tanner,Summer 2017,j52ftvqz1vi5y,,0,5,5,,0,,,,,,,,,,,,,,,,,,
0,15101,j52kp99dw26723,15101 - PGSS CS,None,Summer 2017,j52kp99dw26723,,0,5,5,,0,,,,,,,,,,,,,,,,,,
2,SPCF 16-MCS,j586j92bgea76v,MCS Core,None,Fall 2017,j586j92bgea76v,,0,5,5,,0,,,,,,,,,,,,,,,,,,
0,00001-E,j59qpgtdwcw600,QSP English 1,None,Fall 2017,j59qpgtdwcw600,,0,5,5,,0,,,,,,,,,,,,,,,,,,
3,INTRO PSYCHOLOGY-M17,j5bc593wptl1bn,Introduction to Psychology,"Steven James Moore, Chris Blakesley",Fall 2017,j5bc593wptl1bn,,0,6,6,,0,,,,,,,,,,,,,,,,,,
3,48782/4,j5befcga71k73a,Design + Computation,Pedro Luís Alves Veloso,Fall 2017,j5befcga71k73a,,0,5,5,,0,,,,,,,,,,,,,,,,,,
0,00014-E,j5c6hvdvrar39v,QSP Biological Science Project,None,Fall 2017,j5c6hvdvrar39v,,0,5,5,,0,,,,,,,,,,,,,,,,,,
0,00002-E,j5e34rhcr3e547,QSP English 2,None,Fall 2017,j5e34rhcr3e547,,0,5,5,,0,,,,,,,,,,,,,,,,,,
0,SPCM 17-QSEP06,j5f4yz9pq9c77w,Getting Started with Shell Scripting,None,Fall 2017,j5f4yz9pq9c77w,,0,5,5,,0,,,,,,,,,,,,,,,,,,
100,73230,j5hgyna9je75bl,Micro,"Maryam Saeedi, Ali Oguz Polat, Faith Feng, Shuya Li",Fall 2017,j5hgyna9je75bl,128.0,0,390,138,3281.0,17,0.0,21.0,135.0,30.0,ijaqw9hkd5b14r,107.0,0.0,14.0,173.0,21.0,iprn4xwr36qqp,53.0,0.0,11.0,81.0,18.0,ib1xnlzfn302mz,69.0
22,73230,jcj97siisuf5q2,Micro,"Selman Erol, Ali Oguz Polat",Spring 2018,jcj97siisuf5q2,13.0,0,34,20,13264.0,1,,,,,,,,,,,,,,,,,,
6,03232-W,j5jymkc3osj32z,Biochemistry I,Safia Hemati,Fall 2017,j5jymkc3osj32z,,0,5,5,,0,,,,,,,,,,,,,,,,,,
33,95801,j5y0q6mz97mcl,Data Mining Techniques,Leman Akoglu,Fall 2017,j5y0q6mz97mcl,64.0,0,185,61,4202.0,4,2.0,15.0,161.0,25.0,iqwan2rk43v1cq,45.0,0.0,7.0,96.0,12.0,iuenbq53g2n59g,52.0,0.0,5.0,34.0,9.0,iyqckhyj5yo,48.0
71,36-220,j602nimyg2d4do,Engineering Statistics and Quality Control,Leo Yoon,Fall 2017,j602nimyg2d4do,63.0,0,137,59,1234.0,0,0.0,11.0,70.0,13.0,hw8wu2m6g0d5bd,28.0,0.0,4.0,14.0,7.0,hw8wu2sb1uk5bv,28.0,0.0,6.0,191.0,7.0,iayot1d4mlrpy,48.0
52,18771/24771,j63e25sln0o6sc,Linear Systems,Soummya Kar,Fall 2017,j63e25sln0o6sc,89.0,0,429,156,5255.0,29,7.0,15.0,75.0,31.0,isi4gp3j2811pc,116.0,6.0,2.0,145.0,23.0,j6p5pnjj2z6e9,117.0,4.0,7.0,198.0,19.0,j6p5dzpb9rz4qe,117.0
6,MSCF,j63p7t39h0x7ff,MSCF Probability,None,Fall 2017,j63p7t39h0x7ff,,0,5,5,,0,,,,,,,,,,,,,,,,,,
35,MSCF,jbfdrzmrx1o5ey,MSCF Probability,None,Spring 2018,jbfdrzmrx1o5ey,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,SNIHAL,j64qa6jdk4q2vi,Faizan's Canvas Sandbox,Syed Faizan Nihal,Fall 2017,j64qa6jdk4q2vi,,0,5,5,,0,,,,,,,,,,,,,,,,,,
48,99101-W1,j64s5u6pky51q2,Computing @ Carnegie Mellon,"Syed Faizan Nihal, Mariamma Thomas, Rahil Ahmed, Nasser Alaeddine",Fall 2017,j64s5u6pky51q2,6.0,0,29,16,61354.0,3,,,,,,,,,,,,,,,,,,
2,SDS-DEMO,j65b4e9yyw71h,SDS Faculty and Staff Canvas Demo Course,"Christina Fong, Cleotilde Gonzalez",Fall 2017,j65b4e9yyw71h,,0,5,5,,0,,,,,,,,,,,,,,,,,,
0,11111,j65e6zgcrqb64j,GRE Math Subject,None,Fall 2017,j65e6zgcrqb64j,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,JB 17,j65gesm4r1522,DemoWimmer,Judy Brooks,Fall 2017,j65gesm4r1522,,0,5,5,,0,,,,,,,,,,,,,,,,,,
20,76100-PROF. HODGES,j65sbqczwxi4y9,Reading and Writing in an Academic Context,"Prof. Adam Hodges, Soyeon Ju, Kevin Anthony D'Arco, Laura Ramirez",Fall 2017,j65sbqczwxi4y9,5.0,0,27,16,897.0,5,,,,,,,,,,,,,,,,,,
15,MSCFSPEAKER,j65u76hkfqr43p,Financial Markets/Business Communications 1,None,Fall 2017,j65u76hkfqr43p,,0,5,5,,0,,,,,,,,,,,,,,,,,,
16,70-340,j66qpj2maem1g7,Business Communication,Carla Bevins,Fall 2017,j66qpj2maem1g7,,0,5,5,,0,,,,,,,,,,,,,,,,,,
135,09217-1,j6741k7pf6e1ru,Organic Chemistry I,"Gloria Silva, Mingkang Sun, Richard Ruales, Mae Carpenter, Artur",Fall 2017,j6741k7pf6e1ru,386.0,0,1072,374,1942.0,61,15.0,20.0,46.0,58.0,ie1rmdx2v95712,191.0,0.0,37.0,164.0,49.0,iprn3tz11i47ck,131.0,0.0,34.0,98.0,45.0,iprn59vvxet11w,274.0
115,16-822,j69pupsy9c91bj,Geometry-based Methods in Vision,hebert,Fall 2017,j69pupsy9c91bj,121.0,0,1539,630,4965.0,53,2.0,19.0,112.0,55.0,ioa6uq1u3xp17z,202.0,1.0,22.0,183.0,45.0,j6p5qxyyri271b,205.0,14.0,5.0,97.0,41.0,ir81t7m3amu2tt,210.0
20,60220,j6avr85320q2b6,Technical Character Animation,Moshe Mahler,Fall 2017,j6avr85320q2b6,212.0,0,1269,303,40568.0,103,32.0,19.0,56.0,90.0,idumjkx4s233zg,293.0,7.0,17.0,99.0,73.0,ijaqx0cgrbb1me,199.0,4.0,18.0,95.0,71.0,iprn4dzyixg6j,180.0
2,EBERLY-QATAR,j6bhq7xab8pcr,Eberly Center Faculty Seminars - Qatar,None,Fall 2017,j6bhq7xab8pcr,,0,5,5,,0,,,,,,,,,,,,,,,,,,
72,11-747,j6cae1ie67h5so,11-747 Neural Networks for NLP,Graham Neubig,Fall 2017,j6cae1ie67h5so,115.0,0,488,168,4157.0,57,11.0,36.0,62.0,69.0,hqgn0xubeo26gc,118.0,2.0,31.0,126.0,41.0,isbx4gnkbq5p2,147.0,3.0,13.0,78.0,25.0,in1zcyqktzj4e,156.0
101,11-747,jbccciak5bzmr,11-747 Neural Networks for NLP,Graham Neubig,Spring 2018,jbccciak5bzmr,85.0,0,330,107,4011.0,17,0.0,7.0,102.0,16.0,ixxobb0li2lxh,83.0,0.0,2.0,60.0,13.0,j6sclpq73cq7n8,82.0,0.0,4.0,96.0,11.0,j1dqhvaetmj3a8,88.0
123,05430/05630 OR 05431/05631,j6cvy8rk9fhkr,05430/05630 - Programming Usable Interfaces (PUI) + 05431/05631 - Software Structures for User Interfaces (SSUI),Franceska Xhakaj,Fall 2017,j6cvy8rk9fhkr,88.0,0,260,107,3996.0,11,0.0,7.0,22.0,12.0,j8disdjkRkJ,60.0,0.0,4.0,12.0,8.0,idumjmb7zaf40e,27.0,1.0,3.0,84.0,7.0,iqb4haghgiy58j,75.0
29,05430/05630 OR 05431/05631,jc8edubv29d7gt,05430/05630 - Programming Usable Interfaces (PUI) + 05431/05631 - Software Structures for User Interfaces (SSUI),"Franceska Xhakaj, Jason Hong",Spring 2018,jc8edubv29d7gt,43.0,0,122,44,4929.0,1,1.0,11.0,22.0,21.0,idz67jh3x773di,24.0,0.0,4.0,38.0,8.0,hz9xutumsb4w3,12.0,0.0,3.0,36.0,6.0,ija8wdwx51f4l7,8.0
1,70428-W,j6dc3kzu1xa7n1,Financial Statement Analysis,None,Fall 2017,j6dc3kzu1xa7n1,,0,5,5,,0,,,,,,,,,,,,,,,,,,
31,"15463, 15663, 15862",j6dobp76al46ao,Computational Photography,Ioannis Gkioulekas,Fall 2017,j6dobp76al46ao,96.0,0,424,170,1391.0,8,1.0,19.0,172.0,37.0,hx1x554fjdo23p,95.0,4.0,8.0,114.0,20.0,in1zcylykj248,118.0,0.0,10.0,168.0,16.0,iprn5goki1118q,117.0
36,76100-PROF. REYNOLDS,j6esd4ouj06ie,Reading and Writing in an Academic Context,"Dudley Reynolds, Teresa MacGregor, Alicia Salaz",Fall 2017,j6esd4ouj06ie,13.0,0,90,47,1653.0,0,0.0,10.0,102.0,12.0,j6n5jml4cRH,37.0,0.0,7.0,156.0,7.0,j6j27zru1yo1t3,35.0,0.0,5.0,14.0,5.0,j6l4oyzfcY3,18.0
30,02-512/02-712/03-512/03-712,j6f2zkbnnzu1t,Biological Modeling and Simulation,Russell Schwartz,Fall 2017,j6f2zkbnnzu1t,134.0,0,429,126,733.0,2,0.0,14.0,68.0,20.0,hy5yq96k1miwd,45.0,0.0,7.0,125.0,8.0,isexhvyuzur3ps,50.0,0.0,6.0,175.0,8.0,isg3jqdmntt3tk,78.0
3,2017 IFO,j6f909c0bn6592,2017 Incoming Faculty Orientation (IFO),Jacqueline Stimson,Fall 2017,j6f909c0bn6592,,0,5,5,,0,,,,,,,,,,,,,,,,,,
3,54271-A,j6fb3p8b5xv3yg,Technical Management,Molly E McCarter,Fall 2017,j6fb3p8b5xv3yg,,0,5,5,,0,,,,,,,,,,,,,,,,,,
4,03343-W,j6fi0qxzppn7kg,Experimental Techniques in Molecular Biology,None,Fall 2017,j6fi0qxzppn7kg,,0,5,5,,0,,,,,,,,,,,,,,,,,,
14,03350-W,j6g28teheaj45c,Developmental Biology,Prof. Mohamed Bouaouina,Fall 2017,j6g28teheaj45c,1.0,0,7,6,,0,,,,,,,,,,,,,,,,,,
16,15-456-852,j6gp6xhm1pl4g8,Computational Geometry,Gary Miller,Fall 2017,j6gp6xhm1pl4g8,36.0,0,164,62,10333.0,5,2.0,8.0,74.0,24.0,hy5yqe5ndrh18q,44.0,2.0,7.0,126.0,16.0,hy5yqd2r8am163,47.0,0.0,6.0,147.0,10.0,ishs2u2whug1pg,48.0
1,STANNER,j6h2r52ouw65uq,Susan's Canvas Sandbox,Susan Tanner,Summer 2016,j6h2r52ouw65uq,,0,7,6,,0,,,,,,,,,,,,,,,,,,
2,38101-W,j6hsxn55rv94cd,EUREKA!: Discovery and Its Impact,None,Fall 2017,j6hsxn55rv94cd,,0,5,5,,0,,,,,,,,,,,,,,,,,,
0,CS 15-381 QATAR,j6hu0u8az1b1ms,15-381Q,None,Fall 2017,j6hu0u8az1b1ms,,0,5,5,,0,,,,,,,,,,,,,,,,,,
0,82141-W-X,j6ien41q50r12p,Elementary Spanish I,None,Fall 2017,j6ien41q50r12p,,0,5,5,,0,,,,,,,,,,,,,,,,,,
3,03131-W,j6j9tj4pf1p78w,Genes Drugs & Diseases,Gordon Rule,Fall 2017,j6j9tj4pf1p78w,,0,5,5,,0,,,,,,,,,,,,,,,,,,
4,76100-XX,j6kel3h77ov663,Reading and Writing in an Academic Context,None,Fall 2017,j6kel3h77ov663,,0,7,7,,0,,,,,,,,,,,,,,,,,,
2,79221-W,j6kmf2bh37u3z1,Development and Democracy in Latin America,None,Fall 2017,j6kmf2bh37u3z1,,0,5,5,,0,,,,,,,,,,,,,,,,,,
63,21127-W,j6kn3xqjqym2k7,Concepts of Mathematics,"Zelealem Yilma, Mohammed Nurul Hoque, Sabit Hassan, Syed Faizan Nihal",Fall 2017,j6kn3xqjqym2k7,33.0,0,168,39,1957.0,11,0.0,6.0,44.0,8.0,irxn3mv33uo5rr,25.0,0.0,4.0,67.0,7.0,j6j2803vman1te,22.0,2.0,0.0,81.0,7.0,is4o8aw4wnz1ja,23.0
2,21127-W,jc8kd21x6mi73d,Concepts of Mathematics,None,Spring 2018,jc8kd21x6mi73d,,0,5,5,,0,,,,,,,,,,,,,,,,,,
19,21241-W,j6krbekikl427e,Matrices and Linear Transformations,"Maimoon Siddiqui, Zelealem Yilma",Fall 2017,j6krbekikl427e,28.0,0,114,48,3813.0,11,3.0,5.0,135.0,11.0,irxn3mmzi6x5rh,18.0,0.0,6.0,191.0,8.0,is7nnxqptw9wd,37.0,0.0,5.0,117.0,6.0,is1db0pm3sp62w,22.0
6,76100-Z,j6kwn3xjp7t3n9,Reading and Writing in an Academic Context,Laura Ramirez,Fall 2017,j6kwn3xjp7t3n9,,0,6,6,,0,,,,,,,,,,,,,,,,,,
1,21300-W,j6kwp1jsyj630v,Basic Logic,None,Fall 2017,j6kwp1jsyj630v,,0,5,5,,0,,,,,,,,,,,,,,,,,,
5,70381-W,j6l7mr5czmp12a,Marketing I,None,Fall 2017,j6l7mr5czmp12a,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,70381-W,jc4iu2d5kyb26c,Marketing I,None,Spring 2018,jc4iu2d5kyb26c,,0,5,5,,0,,,,,,,,,,,,,,,,,,
10,21120-W,j6la7l5vkqp2sm,Differential and Integral Calculus,Hasan Demirkoparan,Fall 2017,j6la7l5vkqp2sm,,0,6,6,,0,,,,,,,,,,,,,,,,,,
6,76100-X,j6m3npbukvkwl,Reading and Writing in an Academic Context,Laura Ramirez,Fall 2017,j6m3npbukvkwl,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,11927-A,j6m7go78po66kf,MIIS Capstone Project - A,Ralf Brown,Fall 2017,j6m7go78po66kf,,0,5,5,,0,,,,,,,,,,,,,,,,,,
5,24671-A,j6m7wtjtr1x3bo,Special Topics: Electromechanical Systems Design,"Mark Bedillion, Miles Smith",Fall 2017,j6m7wtjtr1x3bo,,0,5,5,,0,,,,,,,,,,,,,,,,,,
24,24671-A,jc7v1u04lco3r9,Special Topics: Electromechanical Systems Design,"Mark Bedillion, Paul Ramirez, Jordan, Jonathan Dyer",Spring 2018,jc7v1u04lco3r9,12.0,0,28,15,4740.0,0,,,,,,,,,,,,,,,,,,
20,24774-A,j6m7xj9c9563j5,Special Topics: Advanced Control Systems Integration,"Mark Bedillion, Bin Xu",Fall 2017,j6m7xj9c9563j5,5.0,0,31,15,,2,,,,,,,,,,,,,,,,,,
3,70311-W,j6m8p7p7bzb86,Organizational Behavior,"Drew B. Mallory, Khaoula Maatallah",Fall 2017,j6m8p7p7bzb86,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,33115-W,j6mff1sgemo40g,Physics for Future Presidents,None,Fall 2017,j6mff1sgemo40g,,0,5,5,,0,,,,,,,,,,,,,,,,,,
89,62-225,j6mgdsb457b7dl,Generative Modeling,Joshua Bard,Fall 2017,j6mgdsb457b7dl,4.0,0,30,15,,2,,,,,,,,,,,,,,,,,,
2,85241-W,j6mh0rcnhhd1e0,Social Psychology,Ismail Hassan,Fall 2017,j6mh0rcnhhd1e0,,0,5,5,,0,,,,,,,,,,,,,,,,,,
0,82241-W,j6mh92knl3b1tx,Intermediate Spanish I,None,Fall 2017,j6mh92knl3b1tx,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,70442-W,j6mj6w0m4lz4xo,Principles of Game Theory for Business,None,Fall 2017,j6mj6w0m4lz4xo,,0,5,5,,0,,,,,,,,,,,,,,,,,,
147,21122-12,j6mmhk49j3j6tj,Integration and Approximation,"Greggo Johnson, MeeDm Bossard, Kerrek Stinson, Forrest Michael Miller, Son Van, Son Van, Greggo Johnson, Mochong Duan",Fall 2017,j6mmhk49j3j6tj,97.0,0,240,108,1349.0,18,2.0,20.0,202.0,24.0,j45ssopmJvK,72.0,0.0,10.0,50.0,12.0,j3du4uuh8uw3cz,76.0,0.0,8.0,152.0,9.0,j4kh3ak2s2c7ks,81.0
6,76101-W,j6n8413k3ey171,Interpretation and Argument,Laura Ramirez,Fall 2017,j6n8413k3ey171,,0,5,5,,0,,,,,,,,,,,,,,,,,,
2,36202-W,j6napms7c0d56k,Methods for Statistics and Data Science,"Taeyong Park, Tehseen Niaz",Fall 2017,j6napms7c0d56k,,0,10,10,,0,,,,,,,,,,,,,,,,,,
11,70207-W,j6nclkk7tst73d,Probability and Statistics for Business Applications,"Taeyong Park, Tehseen Niaz",Fall 2017,j6nclkk7tst73d,,0,10,10,,0,,,,,,,,,,,,,,,,,,
